,query,time
627,"imageflow_tool v1/querystring --in in/30.jpg --out out/water9360.jpg --command ""format=jpeg&jpeg.turbo=true&jpeg.quality=100&format=png&png.quality=70&format=png&png.quality=30&w=200""",0.010519
628,"imageflow_tool v1/querystring --in in/32.jpg --out out/water9361.jpg --command ""f.sharpenwhen=always&f.sharpen=30&s.saturation=0.1&s.saturation=0.9""",0.142531
629,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water9359.jpg --command ""format=webp&webp.quality=40&s.saturation=0.7&h=400""",0.010508
630,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water9358.jpg --command ""format=webp&webp.lossless=true&s.saturation=-0.0&s.saturation=0.5&f.sharpenwhen=always&f.sharpen=30&h=400""",0.091706
631,"imageflow_tool v1/querystring --in in/7.webp --out out/water9357.jpg --command ""format=webp&webp.lossless=true&w=400&s.grayscale=true&format=png&w=800""",0.06756
632,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water9356.jpg --command ""f.sharpenwhen=always&f.sharpen=90&s.grayscale=true&s.contrast=-0.0""",0.020396
633,"imageflow_tool v1/querystring --in in/29.jpg --out out/water9355.jpg --command ""w=1000&w=1000&format=webp&webp.quality=60""",0.053779
634,"imageflow_tool v1/querystring --in in/9.webp --out out/water9353.jpg --command ""format=webp&webp.quality=10&srotate=180&format=jpeg&jpeg.turbo=true""",0.027634
635,"imageflow_tool v1/querystring --in in/25.jpg --out out/water9352.jpg --command ""s.contrast=1.0&h=600&flip=x""",0.093379
636,"imageflow_tool v1/querystring --in in/7.webp --out out/water9351.jpg --command ""format=webp&webp.lossless=true&s.grayscale=true&w=200""",0.024549
637,"imageflow_tool v1/querystring --in in/13.jpg --out out/water9350.jpg --command ""s.contrast=-0.8&format=jpeg&rotate=180""",0.050888
638,"imageflow_tool v1/querystring --in in/5.jpg --out out/water9349.jpg --command ""flip=xy&w=400&s.grayscale=true""",0.061072
639,"imageflow_tool v1/querystring --in in/27.jpg --out out/water9347.jpg --command ""s.contrast=-0.3&s.grayscale=sepia&w=600""",0.09495
640,"imageflow_tool v1/querystring --in in/27.jpg --out out/water9345.jpg --command ""h=200&s.grayscale=sepia&s.contrast=0.3""",0.056426
641,"imageflow_tool v1/querystring --in in/46.webp --out out/water9346.jpg --command ""s.alpha=0.3&format=png&png.quality=50&rotate=180&s.grayscale=sepia&format=png""",0.295369
642,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water9348.jpg --command ""s.alpha=0.7&f.sharpenwhen=always&f.sharpen=60&rotate=270&s.saturation=0.5""",0.457339
643,"imageflow_tool v1/querystring --in in/15.jpg --out out/water9344.jpg --command ""flip=xy&f.sharpenwhen=always&f.sharpen=90&s.grayscale=true&s.grayscale=sepia""",0.220141
644,"imageflow_tool v1/querystring --in in/15.jpg --out out/water9343.jpg --command ""srotate=90&format=webp&webp.quality=40&s.saturation=0.2&s.grayscale=sepia""",0.127038
645,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water9342.jpg --command ""f.sharpenwhen=always&f.sharpen=10&w=600&format=webp&webp.lossless=true""",0.102664
646,"imageflow_tool v1/querystring --in in/13.jpg --out out/water9341.jpg --command ""h=200&f.sharpenwhen=always&f.sharpen=60&s.alpha=0.2&format=png""",0.036858
647,"imageflow_tool v1/querystring --in in/24.jpg --out out/water9340.jpg --command ""srotate=90&format=jpeg&s.grayscale=sepia&h=200""",0.018023
648,"imageflow_tool v1/querystring --in in/37.webp --out out/water9339.jpg --command ""format=png&s.saturation=-0.3&srotate=270&s.contrast=0.6""",0.135487
649,"imageflow_tool v1/querystring --in in/3.webp --out out/water9338.jpg --command ""s.grayscale=sepia&format=png&flip=y&rotate=180&w=1000""",0.054511
650,"imageflow_tool v1/querystring --in in/11.jpg --out out/water9336.jpg --command ""format=jpeg&f.sharpenwhen=always&f.sharpen=70&f.sharpenwhen=always&f.sharpen=20&format=jpeg&format=webp&webp.quality=40""",0.115951
651,"imageflow_tool v1/querystring --in in/27.jpg --out out/water9335.jpg --command ""s.grayscale=sepia&srotate=180&srotate=270&rotate=90&s.saturation=-0.3""",0.157942
652,"imageflow_tool v1/querystring --in in/13.jpg --out out/water9334.jpg --command ""s.brightness=-0.4&s.grayscale=sepia&h=1000""",0.118873
653,"imageflow_tool v1/querystring --in in/6.jpg --out out/water9403.jpg --command ""s.alpha=0.8&h=800&f.sharpenwhen=always&f.sharpen=20&s.grayscale=sepia""",5.046659
654,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water9332.jpg --command ""rotate=270&s.contrast=0.4&format=webp&webp.quality=20&s.contrast=-0.5""",0.011805
655,"imageflow_tool v1/querystring --in in/47.webp --out out/water9337.jpg --command ""w=800&w=200&s.grayscale=sepia&rotate=270&format=webp&webp.lossless=true""",0.476199
656,"imageflow_tool v1/querystring --in in/30.jpg --out out/water9331.jpg --command ""srotate=270&s.brightness=0.5&format=png&flip=x&s.saturation=-0.8""",0.089269
657,"imageflow_tool v1/querystring --in in/3.webp --out out/water9328.jpg --command ""flip=y&format=webp&webp.quality=40&h=200&s.saturation=-0.6&srotate=270""",0.022141
658,"imageflow_tool v1/querystring --in in/26.jpg --out out/water9330.jpg --command ""s.alpha=0.0&w=200&flip=y&rotate=90&rotate=270""",0.225537
659,"imageflow_tool v1/querystring --in in/14.jpg --out out/water9329.jpg --command ""s.brightness=-0.8&format=png&png.quality=60&s.grayscale=sepia""",0.117475
660,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water9327.jpg --command ""format=jpeg&jpeg.turbo=true&s.brightness=0.9&h=200&s.grayscale=sepia""",0.01821
661,"imageflow_tool v1/querystring --in in/46.webp --out out/water9326.jpg --command ""rotate=180&s.contrast=0.3&s.alpha=0.6""",0.141939
662,"imageflow_tool v1/querystring --in in/6.jpg --out out/water9446.jpg --command ""f.sharpenwhen=always&f.sharpen=80&s.brightness=-0.2&rotate=90&s.alpha=0.3""",10.427138
663,"imageflow_tool v1/querystring --in in/47.webp --out out/water9323.jpg --command ""s.grayscale=sepia&s.saturation=-0.4&f.sharpenwhen=always&f.sharpen=70&flip=x""",0.117315
664,"imageflow_tool v1/querystring --in in/13.jpg --out out/water9321.jpg --command ""s.grayscale=sepia&f.sharpenwhen=always&f.sharpen=30&w=200&w=200""",0.047503
665,"imageflow_tool v1/querystring --in in/27.jpg --out out/water9322.jpg --command ""format=webp&webp.quality=80&format=png&png.quality=90&s.saturation=-0.1&s.grayscale=sepia&s.contrast=0.1""",0.13725
666,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water9319.jpg --command ""flip=xy&format=webp&webp.quality=30&format=png""",0.008944
667,"imageflow_tool v1/querystring --in in/46.webp --out out/water9324.jpg --command ""format=webp&webp.quality=100&f.sharpenwhen=always&f.sharpen=40&format=jpeg&jpeg.turbo=true&jpeg.quality=100&s.saturation=-1.0&format=webp&webp.lossless=true""",0.419842
668,"imageflow_tool v1/querystring --in in/32.jpg --out out/water9318.jpg --command ""s.brightness=0.8&w=400&s.grayscale=sepia&format=png&png.quality=30&s.saturation=0.6""",0.076008
669,"imageflow_tool v1/querystring --in in/39.webp --out out/water9316.jpg --command ""format=webp&webp.quality=20&s.grayscale=true&format=png&s.alpha=0.6""",0.095274
670,"imageflow_tool v1/querystring --in in/4.jpg --out out/water9315.jpg --command ""flip=xy&h=1000&s.grayscale=sepia&format=webp&webp.quality=90""",0.190676
671,"imageflow_tool v1/querystring --in in/42.webp --out out/water9566.jpg --command ""s.saturation=0.7&format=jpeg&jpeg.quality=50&srotate=270&format=webp&webp.lossless=true&s.grayscale=sepia""",22.15528
672,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water9320.jpg --command ""format=jpeg&srotate=270&srotate=180&srotate=270&s.grayscale=true""",0.625264
673,"imageflow_tool v1/querystring --in in/21.jpg --out out/water9313.jpg --command ""srotate=270&f.sharpenwhen=always&f.sharpen=80&srotate=90&s.brightness=0.3&rotate=180""",0.164549
674,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water9312.jpg --command ""s.contrast=0.6&format=png&png.quality=80&flip=y""",0.116627
675,"imageflow_tool v1/querystring --in in/11.jpg --out out/water9311.jpg --command ""flip=xy&format=jpeg&jpeg.turbo=true&jpeg.quality=10&s.brightness=0.4&f.sharpenwhen=always&f.sharpen=50""",0.031083
676,"imageflow_tool v1/querystring --in in/21.jpg --out out/water9314.jpg --command ""s.grayscale=sepia&h=200&f.sharpenwhen=always&f.sharpen=0&s.alpha=0.2""",0.471634
677,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water9310.jpg --command ""format=webp&webp.lossless=true&w=600&s.contrast=-0.1&f.sharpenwhen=always&f.sharpen=90""",0.105623
678,"imageflow_tool v1/querystring --in in/30.jpg --out out/water9308.jpg --command ""s.contrast=0.9&rotate=270&srotate=270&w=400""",0.096821
679,"imageflow_tool v1/querystring --in in/23.webp --out out/water9307.jpg --command ""format=png&flip=xy&s.contrast=0.3""",0.127434
680,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water9306.jpg --command ""s.grayscale=sepia&s.contrast=0.7&rotate=180""",0.121683
681,"imageflow_tool v1/querystring --in in/29.jpg --out out/water9305.jpg --command ""format=webp&webp.quality=70&rotate=270&f.sharpenwhen=always&f.sharpen=50""",0.071603
682,"imageflow_tool v1/querystring --in in/13.jpg --out out/water9303.jpg --command ""w=1000&h=1000&flip=xy&format=jpeg&jpeg.turbo=true""",0.009087
683,"imageflow_tool v1/querystring --in in/33.jpg --out out/water9485.jpg --command ""s.grayscale=true&rotate=90&s.alpha=0.2""",15.013564
684,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water9302.jpg --command ""f.sharpenwhen=always&f.sharpen=0&s.contrast=0.8&srotate=90&srotate=90&flip=y""",0.064695
685,"imageflow_tool v1/querystring --in in/42.webp --out out/water9309.jpg --command ""format=png&png.quality=30&format=png&rotate=270&s.brightness=-0.1&s.grayscale=sepia""",0.515635
686,"imageflow_tool v1/querystring --in in/42.webp --out out/water9301.jpg --command ""srotate=270&format=webp&webp.lossless=true&s.brightness=-0.9&s.grayscale=sepia&flip=x""",0.087454
687,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water9300.jpg --command ""rotate=90&format=jpeg&w=600&flip=xy&h=800""",0.074309
688,"imageflow_tool v1/querystring --in in/13.jpg --out out/water9333.jpg --command ""format=jpeg&jpeg.turbo=true&s.alpha=0.3&s.saturation=0.1&format=png""",2.394892
689,"imageflow_tool v1/querystring --in in/27.jpg --out out/water9297.jpg --command ""s.saturation=-0.6&s.grayscale=sepia&s.contrast=0.4&s.contrast=-0.0""",0.155166
690,"imageflow_tool v1/querystring --in in/47.webp --out out/water9295.jpg --command ""srotate=180&s.brightness=0.0&s.grayscale=sepia""",0.091366
691,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water9298.jpg --command ""format=png&png.quality=80&format=jpeg&jpeg.quality=0&f.sharpenwhen=always&f.sharpen=80&rotate=180""",0.330901
692,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water9294.jpg --command ""format=webp&webp.quality=0&rotate=90&s.brightness=-1.0&s.alpha=0.8&s.grayscale=sepia""",0.030088
693,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water9293.jpg --command ""format=webp&webp.quality=10&w=600&rotate=270""",0.007684
694,"imageflow_tool v1/querystring --in in/26.jpg --out out/water9291.jpg --command ""h=400&h=400&s.alpha=0.5&format=webp&webp.quality=100""",0.112736
695,"imageflow_tool v1/querystring --in in/15.jpg --out out/water9292.jpg --command ""s.contrast=0.7&srotate=180&s.grayscale=sepia&s.brightness=0.4""",0.277403
696,"imageflow_tool v1/querystring --in in/14.jpg --out out/water9296.jpg --command ""s.grayscale=sepia&s.alpha=1.0&format=png&png.quality=100&format=webp&webp.lossless=true""",0.601504
697,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water9289.jpg --command ""srotate=180&s.grayscale=sepia&flip=xy&s.saturation=0.2""",0.071024
698,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water9304.jpg --command ""h=400&w=200&s.alpha=0.0&flip=y""",1.191558
699,"imageflow_tool v1/querystring --in in/6.jpg --out out/water9288.jpg --command ""h=800&srotate=270&s.grayscale=true&f.sharpenwhen=always&f.sharpen=80&s.grayscale=sepia""",0.140211
700,"imageflow_tool v1/querystring --in in/26.jpg --out out/water9287.jpg --command ""srotate=270&w=600&s.brightness=0.4&s.contrast=-0.3""",0.104379
701,"imageflow_tool v1/querystring --in in/19.webp --out out/water9286.jpg --command ""s.saturation=0.8&s.contrast=0.6&s.contrast=0.2""",0.028607
702,"imageflow_tool v1/querystring --in in/40.webp --out out/water9290.jpg --command ""s.contrast=-0.4&s.contrast=0.3&srotate=90&format=webp&webp.lossless=true""",0.397891
703,"imageflow_tool v1/querystring --in in/24.jpg --out out/water9285.jpg --command ""w=1000&s.alpha=1.0&format=webp&webp.quality=80&w=400""",0.033434
704,"imageflow_tool v1/querystring --in in/12.webp --out out/water9284.jpg --command ""s.brightness=0.2&s.alpha=0.1&s.grayscale=true&s.brightness=-0.5&s.brightness=0.2""",0.040866
705,"imageflow_tool v1/querystring --in in/39.webp --out out/water9283.jpg --command ""s.contrast=0.6&s.contrast=-0.3&s.alpha=0.2""",0.093523
706,"imageflow_tool v1/querystring --in in/48.jpg --out out/water9282.jpg --command ""flip=y&flip=x&w=400&rotate=180""",0.036098
707,"imageflow_tool v1/querystring --in in/11.jpg --out out/water9280.jpg --command ""format=png&png.quality=0&s.alpha=0.5&f.sharpenwhen=always&f.sharpen=50&s.brightness=-0.2""",0.129261
708,"imageflow_tool v1/querystring --in in/6.jpg --out out/water9279.jpg --command ""s.contrast=-0.0&f.sharpenwhen=always&f.sharpen=80&w=1000&s.grayscale=true""",0.142485
709,"imageflow_tool v1/querystring --in in/21.jpg --out out/water9277.jpg --command ""w=200&s.brightness=0.5&f.sharpenwhen=always&f.sharpen=30""",0.039891
710,"imageflow_tool v1/querystring --in in/10.jpg --out out/water9486.jpg --command ""s.alpha=0.2&s.saturation=0.8&s.grayscale=sepia&s.grayscale=sepia""",16.763445
711,"imageflow_tool v1/querystring --in in/15.jpg --out out/water9275.jpg --command ""srotate=90&h=800&format=jpeg&jpeg.turbo=true""",0.014338
712,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water9274.jpg --command ""f.sharpenwhen=always&f.sharpen=60&srotate=180&format=webp&webp.quality=60&s.brightness=-0.5""",0.01157
713,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water9273.jpg --command ""s.grayscale=sepia&f.sharpenwhen=always&f.sharpen=80&s.grayscale=sepia&s.grayscale=sepia""",0.055532
714,"imageflow_tool v1/querystring --in in/16.webp --out out/water9272.jpg --command ""srotate=270&w=200&rotate=270&rotate=90""",0.022647
715,"imageflow_tool v1/querystring --in in/9.webp --out out/water9270.jpg --command ""format=webp&webp.quality=10&format=webp&webp.quality=10&s.grayscale=true&s.saturation=-0.7&format=webp&webp.quality=90""",0.035694
716,"imageflow_tool v1/querystring --in in/7.webp --out out/water9276.jpg --command ""s.grayscale=sepia&s.contrast=0.1&format=png&png.quality=80&s.grayscale=true&srotate=90""",0.433669
717,"imageflow_tool v1/querystring --in in/12.webp --out out/water9317.jpg --command ""s.brightness=0.3&format=jpeg&jpeg.turbo=true&jpeg.quality=70&s.grayscale=true&format=webp&webp.quality=20&format=jpeg&jpeg.turbo=true&jpeg.quality=50""",3.420929
718,"imageflow_tool v1/querystring --in in/44.webp --out out/water9267.jpg --command ""s.alpha=0.5&f.sharpenwhen=always&f.sharpen=20&s.brightness=0.7&rotate=90""",0.067024
719,"imageflow_tool v1/querystring --in in/36.webp --out out/water9271.jpg --command ""s.saturation=-1.0&s.grayscale=sepia&format=webp&webp.lossless=true""",0.412594
720,"imageflow_tool v1/querystring --in in/32.jpg --out out/water9269.jpg --command ""s.grayscale=true&s.grayscale=true&f.sharpenwhen=always&f.sharpen=10""",0.255669
721,"imageflow_tool v1/querystring --in in/2.jpg --out out/water9268.jpg --command ""h=400&h=400&h=800&f.sharpenwhen=always&f.sharpen=90""",0.211571
722,"imageflow_tool v1/querystring --in in/23.webp --out out/water9266.jpg --command ""rotate=90&s.brightness=0.0&srotate=180&srotate=90""",0.077735
723,"imageflow_tool v1/querystring --in in/40.webp --out out/water9265.jpg --command ""flip=xy&w=1000&s.alpha=0.6""",0.078236
724,"imageflow_tool v1/querystring --in in/29.jpg --out out/water9263.jpg --command ""f.sharpenwhen=always&f.sharpen=20&s.saturation=-0.6&s.brightness=-0.5&s.grayscale=true""",0.096442
725,"imageflow_tool v1/querystring --in in/11.jpg --out out/water9262.jpg --command ""s.grayscale=sepia&s.brightness=-0.4&h=400&w=1000""",0.122224
726,"imageflow_tool v1/querystring --in in/33.jpg --out out/water9261.jpg --command ""s.brightness=0.3&s.grayscale=true&s.grayscale=sepia&srotate=90&s.saturation=0.5""",0.09015
727,"imageflow_tool v1/querystring --in in/7.webp --out out/water9260.jpg --command ""s.contrast=0.5&flip=y&rotate=270""",0.057132
728,"imageflow_tool v1/querystring --in in/39.webp --out out/water9259.jpg --command ""s.alpha=0.8&rotate=270&f.sharpenwhen=always&f.sharpen=60&flip=x""",0.156621
729,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water9257.jpg --command ""s.saturation=-0.3&f.sharpenwhen=always&f.sharpen=10&rotate=180""",0.023007
730,"imageflow_tool v1/querystring --in in/19.webp --out out/water9256.jpg --command ""w=800&rotate=90&h=200&srotate=180&w=1000""",0.030246
731,"imageflow_tool v1/querystring --in in/24.jpg --out out/water9253.jpg --command ""w=1000&format=webp&webp.quality=40&s.grayscale=true&s.contrast=-0.7""",0.067017
732,"imageflow_tool v1/querystring --in in/21.jpg --out out/water9254.jpg --command ""format=png&flip=x&rotate=180""",0.164671
733,"imageflow_tool v1/querystring --in in/26.jpg --out out/water9251.jpg --command ""w=600&s.grayscale=true&w=400&s.saturation=-0.1""",0.13262
734,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water9278.jpg --command ""srotate=180&s.contrast=0.2&h=800&w=800&s.alpha=0.3""",2.381309
735,"imageflow_tool v1/querystring --in in/11.jpg --out out/water9250.jpg --command ""w=600&format=webp&webp.lossless=true&h=200&s.alpha=0.8""",0.422994
736,"imageflow_tool v1/querystring --in in/11.jpg --out out/water9248.jpg --command ""format=png&rotate=90&format=jpeg&jpeg.turbo=true&jpeg.quality=0""",0.068519
737,"imageflow_tool v1/querystring --in in/39.webp --out out/water9247.jpg --command ""format=webp&webp.quality=30&format=png&srotate=90""",0.124916
738,"imageflow_tool v1/querystring --in in/14.jpg --out out/water9362.jpg --command ""h=1000&s.contrast=-0.5&w=200&srotate=270""",8.463955
739,"imageflow_tool v1/querystring --in in/14.jpg --out out/water9246.jpg --command ""f.sharpenwhen=always&f.sharpen=0&w=200&srotate=90&f.sharpenwhen=always&f.sharpen=0&srotate=270""",0.027613
740,"imageflow_tool v1/querystring --in in/44.webp --out out/water9281.jpg --command ""flip=x&format=jpeg&flip=x&s.alpha=0.9""",3.136354
741,"imageflow_tool v1/querystring --in in/35.webp --out out/water9244.jpg --command ""s.brightness=-0.9&w=400&h=800""",0.079263
742,"imageflow_tool v1/querystring --in in/37.webp --out out/water9363.jpg --command ""srotate=270&format=jpeg&jpeg.turbo=true&jpeg.quality=40&s.grayscale=sepia""",8.775067
743,"imageflow_tool v1/querystring --in in/10.jpg --out out/water9245.jpg --command ""s.saturation=0.1&rotate=180&flip=y&s.grayscale=sepia&format=png""",0.27972
744,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water9242.jpg --command ""s.alpha=0.0&s.alpha=0.3&s.alpha=1.0&w=600&f.sharpenwhen=always&f.sharpen=60""",0.333265
745,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water9239.jpg --command ""s.alpha=0.0&s.brightness=0.5&format=webp&webp.quality=0""",0.007307
746,"imageflow_tool v1/querystring --in in/20.webp --out out/water9238.jpg --command ""f.sharpenwhen=always&f.sharpen=30&w=1000&s.contrast=0.5&f.sharpenwhen=always&f.sharpen=40""",0.066165
747,"imageflow_tool v1/querystring --in in/4.jpg --out out/water9237.jpg --command ""rotate=90&flip=xy&s.alpha=0.6&format=webp&webp.lossless=true""",0.592622
748,"imageflow_tool v1/querystring --in in/7.webp --out out/water9236.jpg --command ""format=png&flip=xy&flip=x&flip=x&format=png&png.quality=100""",0.368999
749,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water9235.jpg --command ""flip=x&s.grayscale=true&srotate=90&format=png&png.quality=30""",0.024942
750,"imageflow_tool v1/querystring --in in/35.webp --out out/water9234.jpg --command ""s.contrast=0.3&s.brightness=-0.8&s.grayscale=true""",0.151478
751,"imageflow_tool v1/querystring --in in/24.jpg --out out/water9233.jpg --command ""s.grayscale=true&rotate=180&format=png&format=png&png.quality=80&rotate=90""",0.106714
752,"imageflow_tool v1/querystring --in in/4.jpg --out out/water9442.jpg --command ""s.alpha=0.3&s.grayscale=true&s.alpha=0.8""",18.651189
753,"imageflow_tool v1/querystring --in in/2.jpg --out out/water9232.jpg --command ""s.saturation=0.0&s.brightness=0.1&s.grayscale=true""",0.208742
754,"imageflow_tool v1/querystring --in in/42.webp --out out/water9230.jpg --command ""s.brightness=1.0&srotate=180&s.saturation=-0.5""",0.128245
755,"imageflow_tool v1/querystring --in in/16.webp --out out/water9258.jpg --command ""format=jpeg&jpeg.quality=90&s.grayscale=sepia&s.grayscale=sepia&flip=x""",4.957341
756,"imageflow_tool v1/querystring --in in/2.jpg --out out/water9229.jpg --command ""flip=xy&srotate=270&rotate=90""",0.296165
757,"imageflow_tool v1/querystring --in in/30.jpg --out out/water9240.jpg --command ""h=600&s.alpha=0.4&s.contrast=0.9""",3.429773
758,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water9227.jpg --command ""s.contrast=-0.9&format=jpeg&jpeg.turbo=true&rotate=270&s.grayscale=sepia""",0.337869
759,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water9225.jpg --command ""s.saturation=-1.0&s.grayscale=sepia&s.contrast=-0.9&format=png&png.quality=60""",0.02557
760,"imageflow_tool v1/querystring --in in/11.jpg --out out/water9224.jpg --command ""s.grayscale=true&flip=xy&s.contrast=-0.7&s.brightness=0.6""",0.079468
761,"imageflow_tool v1/querystring --in in/6.jpg --out out/water9226.jpg --command ""format=webp&webp.lossless=true&format=jpeg&format=webp&webp.quality=50&flip=x&s.grayscale=sepia""",0.403928
762,"imageflow_tool v1/querystring --in in/7.webp --out out/water9222.jpg --command ""format=webp&webp.quality=80&h=200&s.alpha=0.4&s.alpha=0.1""",0.039563
763,"imageflow_tool v1/querystring --in in/25.jpg --out out/water9221.jpg --command ""format=jpeg&s.grayscale=true&format=jpeg&srotate=180""",0.081104
764,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water9264.jpg --command ""s.alpha=0.7&s.saturation=-0.3&h=1000&rotate=180&w=1000""",9.050954
765,"imageflow_tool v1/querystring --in in/15.jpg --out out/water9241.jpg --command ""s.alpha=0.7&format=jpeg&jpeg.turbo=true&jpeg.quality=60&s.grayscale=sepia""",6.894824
766,"imageflow_tool v1/querystring --in in/33.jpg --out out/water9219.jpg --command ""h=200&h=200&format=webp&webp.lossless=true&format=jpeg&jpeg.turbo=true&jpeg.quality=80&format=webp&webp.quality=10""",0.137771
767,"imageflow_tool v1/querystring --in in/3.webp --out out/water9218.jpg --command ""s.grayscale=true&format=png&format=png&png.quality=60&rotate=90""",0.064252
768,"imageflow_tool v1/querystring --in in/20.webp --out out/water9223.jpg --command ""flip=y&srotate=270&format=jpeg&jpeg.turbo=true&jpeg.quality=40&s.contrast=0.7""",3.142645
769,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water9217.jpg --command ""f.sharpenwhen=always&f.sharpen=0&rotate=90&s.saturation=-1.0""",0.124587
770,"imageflow_tool v1/querystring --in in/12.webp --out out/water9216.jpg --command ""h=200&s.brightness=-0.6&format=png&png.quality=0""",0.027521
771,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water9213.jpg --command ""s.grayscale=true&f.sharpenwhen=always&f.sharpen=60&s.saturation=0.1&h=600""",0.033208
772,"imageflow_tool v1/querystring --in in/30.jpg --out out/water9215.jpg --command ""f.sharpenwhen=always&f.sharpen=90&format=webp&webp.lossless=true&s.saturation=0.3&rotate=180""",0.231801
773,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water9212.jpg --command ""format=png&f.sharpenwhen=always&f.sharpen=40&s.saturation=0.4&s.grayscale=sepia""",0.096093
774,"imageflow_tool v1/querystring --in in/21.jpg --out out/water9211.jpg --command ""format=webp&webp.quality=40&w=200&s.contrast=-0.1&w=200""",0.025083
775,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water9209.jpg --command ""format=webp&webp.quality=10&s.grayscale=sepia&s.grayscale=true&format=png&png.quality=40&flip=y""",0.092101
776,"imageflow_tool v1/querystring --in in/42.webp --out out/water9210.jpg --command ""s.alpha=0.9&format=png&srotate=180""",0.302102
777,"imageflow_tool v1/querystring --in in/23.webp --out out/water9208.jpg --command ""s.contrast=0.6&w=400&s.grayscale=true&s.grayscale=true""",0.054942
778,"imageflow_tool v1/querystring --in in/39.webp --out out/water9207.jpg --command ""s.saturation=-0.2&s.alpha=0.6&format=webp&webp.quality=70""",0.116041
779,"imageflow_tool v1/querystring --in in/29.jpg --out out/water9206.jpg --command ""format=jpeg&jpeg.turbo=true&format=webp&webp.quality=80&srotate=90&flip=xy""",0.025465
780,"imageflow_tool v1/querystring --in in/16.webp --out out/water9205.jpg --command ""s.contrast=-1.0&s.grayscale=sepia&rotate=180&h=600&s.contrast=-0.7""",0.026168
781,"imageflow_tool v1/querystring --in in/41.webp --out out/water9204.jpg --command ""s.grayscale=true&w=600&rotate=90&w=1000""",0.100133
782,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water9220.jpg --command ""srotate=270&s.alpha=0.8&s.saturation=-0.9""",3.990711
783,"imageflow_tool v1/querystring --in in/38.webp --out out/water9202.jpg --command ""w=800&s.brightness=-0.2&format=webp&webp.quality=10""",0.076915
784,"imageflow_tool v1/querystring --in in/15.jpg --out out/water9203.jpg --command ""s.grayscale=sepia&flip=x&s.grayscale=sepia&srotate=90&format=jpeg""",0.232275
785,"imageflow_tool v1/querystring --in in/40.webp --out out/water9255.jpg --command ""format=jpeg&jpeg.quality=80&s.saturation=0.8&format=webp&webp.lossless=true&rotate=270&format=jpeg""",10.392772
786,"imageflow_tool v1/querystring --in in/46.webp --out out/water9201.jpg --command ""rotate=270&s.grayscale=sepia&w=800""",0.099709
787,"imageflow_tool v1/querystring --in in/34.webp --out out/water9200.jpg --command ""s.saturation=0.0&s.alpha=0.5&s.saturation=-0.9""",0.4637
788,"imageflow_tool v1/querystring --in in/21.jpg --out out/water9243.jpg --command ""format=jpeg&jpeg.quality=40&s.grayscale=sepia&s.alpha=0.1""",9.444527
789,"imageflow_tool v1/querystring --in in/38.webp --out out/water9197.jpg --command ""format=webp&webp.lossless=true&f.sharpenwhen=always&f.sharpen=90&s.brightness=0.6&format=webp&webp.lossless=true&s.contrast=0.2""",0.554789
790,"imageflow_tool v1/querystring --in in/10.jpg --out out/water9196.jpg --command ""s.saturation=0.4&s.saturation=-0.8&s.grayscale=sepia&format=png""",0.331561
791,"imageflow_tool v1/querystring --in in/6.jpg --out out/water9195.jpg --command ""s.grayscale=sepia&s.grayscale=true&flip=xy""",0.187476
792,"imageflow_tool v1/querystring --in in/34.webp --out out/water9387.jpg --command ""flip=x&rotate=90&h=600&format=jpeg""",20.424383
793,"imageflow_tool v1/querystring --in in/27.jpg --out out/water9194.jpg --command ""s.brightness=-0.8&s.saturation=-0.4&s.grayscale=sepia""",0.122652
